seed,run,chattering_index,settling_time,overshoot_theta1,overshoot_theta2,control_energy,rms_control,success
50,1,107.10223988284682,10.0,4.441024479425465,3.1197256711888475,224412.92897630917,149.80418184293427,False
50,2,97.87783902395226,10.0,5.391300680170231,3.1195589675049487,224547.2252732881,149.84899908684346,False
50,3,109.66530731234899,10.0,4.298662503066667,3.914260816112434,224454.88277890356,149.81818406952593,False
50,4,110.38585268969983,10.0,4.549613575142859,3.966866253339412,224454.95153101516,149.8182070147067,False
50,5,110.25618001024198,10.0,4.2209288525048585,3.0172313991316613,223793.1034576237,149.59716021957894,False
50,6,99.06145972116695,10.0,3.84803247751902,3.295026268373054,224528.9192086909,149.84289079188605,False
50,7,87.93780253120393,10.0,4.733019157619408,3.6023536590346317,224682.9964840082,149.8942949161202,False
50,8,95.69491720941188,10.0,4.3785196958641235,3.940841877517099,224623.7438614224,149.8745288104094,False
50,9,113.248202495392,10.0,4.209561786850201,3.6371098657931857,224288.50789577165,149.7626481789674,False
50,10,108.35087417889333,10.0,4.372179072332579,1.9436522474834206,224176.98729368483,149.7254111010168,False
50,11,119.44310023738058,10.0,4.605536026754571,3.6525446773004697,224225.74059757858,149.7416911209362,False
50,12,99.81510263009288,10.0,4.750926605854925,3.5235961206677384,224565.07365665742,149.85495442482286,False
50,13,112.71602522469567,10.0,4.174791263662822,3.8230736401468453,224325.1992990185,149.77489752926508,False
50,14,109.51684497655668,10.0,5.560362006770414,2.4994621600754376,223945.16498887108,149.64797525822763,False
50,15,104.77447440114913,10.0,4.8954075656849705,2.334371602082246,223861.28480894698,149.61994680153677,False
50,16,109.94655517167968,0.03,4.5025515457420635,3.6550346318413,224320.78574788666,149.77342412720844,True
50,17,114.55556604161734,0.07,4.795820459887565,3.666810070214369,224020.33747375445,149.67308958986396,True
50,18,107.09811505371988,10.0,4.8188026962300565,1.7220126857556914,224212.5571616148,149.7372889969679,False
50,19,118.98428210800046,10.0,4.692297710351775,3.5500614019418957,224095.8680024626,149.69831929666498,False
50,20,117.56386254589512,10.0,4.722970771860287,3.5027756613288794,224162.2562569579,149.7204916692962,False
50,21,105.52858552775874,10.0,4.442622566095598,3.199786484622099,224468.5265316088,149.822737437149,False
50,22,112.83044250571616,10.0,5.180543417214098,1.956418310680245,224407.24340874673,149.8022841644101,False
50,23,114.36420795912258,10.0,3.965518439316363,3.321112334197958,224204.4602017931,149.73458525063376,False
50,24,95.59325103561017,10.0,4.751985995331755,3.5346432712872913,224616.3353717316,149.87205722606586,False
50,25,105.50339742985996,10.0,4.4858870007245795,2.0874534389199018,224384.4637658061,149.79468073526712,False
50,26,106.8743457064191,10.0,3.8132223875702826,2.8049281901858354,223534.37984142505,149.51066177414407,False
50,27,111.79456698161692,10.0,4.071083446146268,2.5044587313584254,224253.65531029613,149.75101178633022,False
50,28,108.89035384681515,10.0,5.5114636963990495,3.1600217515781983,223862.59170771905,149.62038354038498,False
50,29,120.5193725149144,10.0,4.638417811893032,3.2456192571062132,223593.80447536797,149.5305334957941,False
50,30,106.28238586448991,10.0,2.2240940339609048,10.94603746861175,224475.3728892059,149.8250222390125,False
50,31,110.98844918067006,10.0,3.7356761544776056,1.7765856158558733,223958.6161557466,149.65246946032883,False
50,32,107.42633080751092,0.07,4.880944618895982,3.809396675334069,224377.5942353797,149.79238773561883,True
50,33,114.97466341725038,10.0,4.2122417126523946,3.633624588038204,224179.84948724875,149.72636691219375,False
50,34,105.0679045713827,10.0,4.165017079886163,1.931115824287861,223561.41810418412,149.51970375311214,False
50,35,105.02055220370279,0.1,4.921216730105496,2.710272543496662,224312.0279464321,149.7705004152794,True
50,36,111.94242831178826,10.0,4.16142618432626,2.1357965081889416,224201.24202332427,149.73351061914104,False
50,37,106.4339729682356,10.0,4.581773504894396,2.592824312324118,224359.8667021427,149.78647025086835,False
50,38,102.80752893603275,10.0,4.280400653988924,1.9369309512548425,223374.7938938538,149.4572828248439,False
50,39,114.27387359691132,10.0,4.228815057886339,2.881147186792477,224171.10200537837,149.72344572757413,False
50,40,109.73119110672934,10.0,5.49582448919647,2.920319751882612,224408.25492603472,149.8026217814744,False
50,41,109.52128898187141,0.06,4.712083278454682,3.612475688829402,224317.4023706857,149.77229462443503,True
50,42,111.5916065473066,10.0,4.985600962079704,3.612508269149337,224035.88594560293,149.67828364382154,False
50,43,114.40607446749881,10.0,5.312418119068952,3.3600858926127426,224148.0655197445,149.71575251781107,False
50,44,114.08249095294116,10.0,4.269028635560695,2.8908223064905108,224174.78199839333,149.72467465264143,False
50,45,110.69159962008713,10.0,4.049507056030854,3.80936062732972,224400.75794809655,149.800119475285,False
50,46,104.22871106722516,10.0,5.064331684597575,3.885722368200847,224476.9571675303,149.82555094760383,False
50,47,115.66870344839884,10.0,4.324123197115858,3.8230421193891204,224150.67209209673,149.71662302232733,False
50,48,101.33914972171479,10.0,4.133005713192674,3.7785046020271973,224527.90473704398,149.8425522797326,False
50,49,120.77409592257658,10.0,4.470926805372196,3.3981037296338235,224168.66116830133,149.7226306101724,False
50,50,107.36725436747686,10.0,4.430770654185613,2.4356355309178435,224346.2615176402,149.7819286555091,False
