seed,run,chattering_index,settling_time,overshoot_theta1,overshoot_theta2,control_energy,rms_control,success
47,1,106.93748405769252,10.0,5.740642331860687,2.575332362467519,224408.09640753284,149.80256887234373,False
47,2,113.57678795749109,10.0,4.016675397285046,3.8679074650744734,223790.58903582298,149.59631981964762,False
47,3,116.1937769024087,10.0,2.894061768745595,9.77989179834956,224047.29641335778,149.68209525970624,False
47,4,114.83980267871219,10.0,5.0398556929715035,3.42185593374152,224191.27586848193,149.7301826180954,False
47,5,114.63497549394566,10.0,5.239911395197147,2.288509794534359,224262.1734333995,149.75385585466557,False
47,6,117.56411734958913,10.0,4.384090531848586,3.9384831675094474,224195.4900312304,149.73158986373932,False
47,7,112.18721500219404,10.0,4.285763197016608,3.4184120682849217,224282.266022878,149.7605642426864,False
47,8,106.08877859246527,10.0,5.039157943835898,2.8681679888221536,224493.3612421591,149.8310252391537,False
47,9,107.56915069304523,0.09,4.726573033029888,3.5709470715591096,223619.32966216296,149.53906836080094,True
47,10,112.56506742664475,10.0,5.342196541427592,3.3754606129253593,223809.25558361053,149.60255866248096,False
47,11,102.3988386285146,10.0,4.124842617950153,3.245804382975337,224502.67721497148,149.83413403326074,False
47,12,114.25942120726329,10.0,4.264303160828795,3.918995052695705,224397.50423852832,149.7990334543345,False
47,13,112.1447840889209,10.0,3.8212075549942295,2.515355799476132,224247.68168837912,149.74901725499873,False
47,14,106.90608274743931,10.0,4.4096623725885085,1.9037283504632752,223914.02973647357,149.6375720654654,False
47,15,114.88049215868251,10.0,4.959332319230029,2.996515729837824,224308.5305337501,149.7693328200904,False
47,16,113.16879541819227,10.0,4.1381099466553755,2.779879213702515,224243.29561763618,149.74755277387212,False
47,17,109.6091492461012,0.09,4.901677879969762,3.6630863232093764,224174.1570962214,149.72446596873252,True
47,18,115.56246065023078,10.0,4.393779362551738,3.713737881644979,224341.0357493944,149.78018418649188,False
47,19,111.93657845594758,0.08,4.816494716099655,3.5301113864605176,223947.73538852218,149.6488340711421,True
47,20,109.64873397234697,0.07,4.679342834722271,3.538307011312546,224294.60529108794,149.76468385139665,True
47,21,112.64955350428522,10.0,4.334461855407239,3.865793844082434,224450.90076349172,149.81685511433344,False
47,22,91.02487240988263,10.0,4.025721089384077,3.30578483737602,224664.96087012975,149.8882786845355,False
47,23,113.77358313470462,10.0,4.4006610277770895,3.6705683809125946,224345.68740092526,149.78173700452444,False
47,24,114.07114705476718,10.0,2.7484219142454864,10.133606050708218,224139.7973492317,149.7129912029119,False
47,25,116.41455221394524,10.0,4.246022781737818,3.789218016111177,224045.31135878206,149.68143216804884,False
47,26,96.59028703286053,10.0,4.182340206555313,3.019068607953182,224561.0106127595,149.85359875984278,False
47,27,104.93505755995658,0.0,4.696165355441639,3.726714385569058,224483.50110593345,149.827734784296,True
47,28,101.28105439776469,10.0,4.181299324331553,3.8907813237793625,224532.14347818715,149.84396667139694,False
47,29,116.67805516471505,10.0,4.525072234558854,3.8809221147878206,224230.82823352725,149.74338991539068,False
47,30,112.6267913998289,10.0,5.7846976444834235,2.005132250467045,224054.4445613108,149.6844830172155,False
47,31,100.55667110105384,10.0,5.021546199036005,3.1245782253647145,224554.633387955,149.85147092636595,False
47,32,102.56256153689161,10.0,5.047475326310266,3.8506665173841785,224501.09385618084,149.83360566180767,False
47,33,114.29322531140228,10.0,2.5546707325712363,10.239367771494715,224051.9213727478,149.6836401791284,False
47,34,104.04716205766236,10.0,2.2219582864605196,10.749629294673987,224492.80645675914,149.83084010201608,False
47,35,100.20523949460248,10.0,4.364889290097038,3.7019420255688593,224532.34216822177,149.84403297035948,False
47,36,116.22948550263628,10.0,4.244798968288547,3.8957079322867942,224319.48185960614,149.77298883964562,False
47,37,49.71029022113402,10.0,4.334594463258992,2.0592712630011083,23247.689560556057,48.2158579313446,False
47,38,104.027832577208,10.0,4.613749345442692,3.6216613392666384,224512.09437274336,149.8372765278198,False
47,39,92.70565081447587,10.0,4.507326207726036,3.943201089490123,224663.52797629655,149.8878006964865,False
47,40,98.97836963432108,0.0,4.60051178738668,4.029232382223477,224545.93942892918,149.84857003953329,True
47,41,96.27546820323026,10.0,4.7057622235628385,3.830105880181283,224595.03182034526,149.8649498116038,False
47,42,111.18468779501796,0.08,4.767441686710707,3.393809613390231,223894.92448269305,149.63118808680662,True
47,43,112.37107025132669,10.0,5.7504750529602715,1.9820177723041446,223946.6351904329,149.6484664774193,False
47,44,114.71424622168733,10.0,4.794311040494855,3.6328132555118553,224176.42700190278,149.72522399445685,False
47,45,83.28204359088603,10.0,4.3270607943645665,4.036752025282343,224703.8192766302,149.90124058080048,False
47,46,117.34997850448838,10.0,5.424381494681211,2.6545699693962272,224008.8452709333,149.66925043940498,False
47,47,109.06232747170158,10.0,4.082409586692145,1.9348603408292568,223824.50518318394,149.6076552797964,False
47,48,112.74156408593441,10.0,4.039154069555411,4.077515953481824,224325.78161575098,149.77509192644516,False
47,49,97.64697598293115,10.0,3.9694680897966435,3.0569542039646027,224537.1866975299,149.8456494855723,False
47,50,116.00542020163905,10.0,4.527609189172216,3.796419324526772,224105.58848191978,149.70156595103464,False
