seed,run,chattering_index,settling_time,overshoot_theta1,overshoot_theta2,control_energy,rms_control,success
48,1,113.10303041038004,10.0,4.26490868387853,3.7334886962459652,224423.18354981288,149.80760446312894,False
48,2,110.63779819631858,10.0,3.9243327852620276,3.065554256918135,224294.8950402733,149.7647805861823,False
48,3,113.20670609041174,10.0,4.7678481558578545,3.381075216967344,224444.6403714533,149.81476575139493,False
48,4,112.84519250779604,0.08,4.690537754705374,3.591649769295121,224002.89482718642,149.66726256171935,True
48,5,114.3453515898122,10.0,4.611829675845625,3.5297193445104016,224413.30193814234,149.80430632600064,False
48,6,110.53191849972579,10.0,5.155891675689918,3.140495770945816,224318.9621814666,149.77281535093962,False
48,7,119.76595500781008,10.0,4.517597035153866,3.4696248121583437,224234.2136666491,149.74452032266458,False
48,8,109.19491623862382,0.0,4.561760015259626,3.506262548235887,224428.96362101688,149.8095336155269,True
48,9,111.58567379570947,10.0,4.788861581580585,3.7660385672453387,224441.06693184804,149.8135731273532,False
48,10,111.61682081508631,0.06,4.5627290706085954,3.137218625351881,224265.55082400527,149.75498349771377,True
48,11,100.43229748503533,10.0,2.164823839631674,10.75181209230428,224530.95119361283,149.84356882883324,False
48,12,104.39608228708215,10.0,4.255987098442052,4.066023097752967,224503.45834904825,149.83439469929735,False
48,13,112.6096123411782,10.0,4.824232515688039,3.626788311658089,224408.61087231603,149.80274058651798,False
48,14,100.30598623363497,10.0,4.474717654907182,1.8449036589992363,223246.13945008736,149.41423608548396,False
48,15,116.09343992754597,10.0,5.087655187694232,2.858980260612401,224278.40604353137,149.75927552025996,False
48,16,104.05505283024279,10.0,4.03455451509662,1.904145491610661,223490.62520672867,149.49602844448032,False
48,17,113.20732269830508,0.06,4.603085536134922,3.205497177760997,224167.61920604174,149.7222826455841,True
48,18,116.78186868601244,10.0,5.258669601614498,2.1895307843169993,224271.84003456665,149.75708331647175,False
48,19,114.31989457354821,10.0,2.9315274851300837,9.88008162876909,224046.17843099646,149.68172180697164,False
48,20,103.3227802648914,10.0,4.493725048761789,3.7683646281546648,224506.11768974166,149.83528212331757,False
48,21,103.03918473240604,10.0,5.007826641484363,2.7946125251056078,222233.38920915552,149.0749439742157,False
48,22,107.41035488045114,10.0,5.778997993770399,2.2703751729321495,224389.49093372852,149.79635874537422,False
48,23,112.45338104518552,10.0,3.8929946899964794,2.9283697768131547,224046.5270751354,149.68183826875438,False
48,24,88.01984922321621,10.0,4.628488112543059,3.58839669294131,224685.17448553705,149.89502142684293,False
48,25,94.16653134849506,10.0,4.649788773740307,3.903200220348125,224635.07025856213,149.87830738921565,False
48,26,108.24441608709046,0.08,4.712127850230806,3.4247806042597206,223687.53769746728,149.56187271409357,True
48,27,110.19124772237538,10.0,4.361484228670587,3.7005002546151258,224318.04228403256,149.77250825302772,False
48,28,115.51915323542012,10.0,4.665118125473269,3.8468004650598644,224135.9301423574,149.71169965716018,False
48,29,105.04282791248158,10.0,4.422381862082266,1.8407180481043681,224319.43991661564,149.77297483745713,False
48,30,95.054712524141,10.0,4.196166194429521,2.763037065209684,224563.07654582476,149.85428807539168,False
48,31,113.05557741227075,10.0,4.2332256499492225,3.108172126271518,224041.3927144694,149.68012316752996,False
48,32,113.98833345255284,10.0,5.588035759652805,1.9213638760483998,223932.4338618806,149.6437215060761,False
48,33,115.21010400809335,10.0,4.283273562949514,3.6471186218076124,223888.1566965069,149.62892658056023,False
48,34,117.8761255729901,10.0,4.397686879417706,3.7489415040032537,224009.80863180288,149.66957226898288,False
48,35,118.93857693426558,10.0,4.145925099735443,3.961790680380608,224115.742557937,149.70495735209872,False
48,36,116.88905615683217,10.0,5.124075924824477,3.490582266791901,224229.12508403405,149.74282122493688,False
48,37,110.96370051118026,10.0,3.8989833375237,2.3207680862551,224195.81467804912,149.73169827329454,False
48,38,105.50417156620544,10.0,4.155575069894326,3.492839076120382,224482.7367785353,149.8274797153497,False
48,39,106.31713778778492,10.0,4.6187745576707515,1.9885645178143148,223856.05322322922,149.6181984997912,False
48,40,111.81982410817956,10.0,4.082728026528745,3.2687300479222974,224299.3544745517,149.76626939152612,False
48,41,107.24287365918197,10.0,4.399322127220144,1.9509720125849164,223955.89921984417,149.6515617091396,False
48,42,102.00727602645944,10.0,5.084165245852904,2.332736828700457,224318.23015372956,149.7725709713663,False
48,43,107.2632161027728,10.0,4.203310933657239,4.085985505656982,224489.21629759678,149.8296420264017,False
48,44,86.11735082517201,10.0,4.3585993735064426,3.7309951456075323,224692.8367805227,149.89757729213727,False
48,45,98.7727610214022,10.0,4.339723215735933,3.913980080173484,224578.6718704153,149.8594914813257,False
48,46,118.82419981839175,10.0,4.60113991217005,3.6699849629683876,224009.95663285136,149.66962171157223,False
48,47,112.62208267502092,10.0,4.177150027242012,4.038452492052832,224446.07908626966,149.8152459151837,False
48,48,108.42725711137662,10.0,4.499115578544393,1.7798145755055197,224050.1626058599,149.68305268328137,False
48,49,94.55508774613465,10.0,4.535499797184987,3.9229228028029794,224653.814059212,149.88456026529616,False
48,50,117.92154982470346,10.0,4.157580979175035,4.0230752249654405,224236.64832373685,149.74533325741302,False
